user_id,username,full_name,email,phone,password,address,city,country,gender,date_of_birth,loyalty_points,is_active,created_at
1970,vothao1970,Vo Thao,vothao1970@outlook.com,0741544994,password1970,251 Tran Hung Dao,Da Nang,Viet Nam,Male,28/09/1978,921,TRUE,2022-10-15T08:06:51.825
1971,lethao1971,Le Thao,lethao1971@gmail.com,0552866466,password1971,88 Cach Mang Thang 8,Nha Trang,Viet Nam,Male,29/05/1995,3292,FALSE,2024-02-15T08:06:51.825
1972,phantuan1972,Phan Tuan,phantuan1972@yahoo.com,0731365661,password1972,264 Le Loi,Da Nang,Viet Nam,Female,26/07/1970,3188,TRUE,2022-04-14T08:06:51.825
1973,huynhphuong1973,Huynh Phuong,huynhphuong1973@yahoo.com,0915795226,password1973,88 Nguyen Trai,Ha Noi,Viet Nam,Female,15/06/1993,1174,TRUE,2022-09-03T08:06:51.825
1974,dothanhhanh1974,Do Thanh Hanh,dothanhhanh1974@outlook.com,0737880724,password1974,248 Ly Thuong Kiet,Da Nang,Viet Nam,Male,22/02/1992,1730,TRUE,2023-12-06T08:06:51.825
1975,vohung1975,Vo Hung,vohung1975@yahoo.com,0970927058,password1975,47 Hai Ba Trung,Can Tho,Viet Nam,Male,07/02/1970,3445,TRUE,2023-01-25T08:06:51.825
1976,hogiang1976,Ho Giang,hogiang1976@gmail.com,0716451773,password1976,218 Le Loi,Ha Noi,Viet Nam,Female,08/06/1981,4595,TRUE,2025-10-12T08:06:51.825
1977,phamanhlinh1977,Pham Anh Linh,phamanhlinh1977@gmail.com,0565030907,password1977,272 Nguyen Trai,Ho Chi Minh,Viet Nam,Male,06/01/1986,4361,TRUE,2023-11-16T08:06:51.825
1978,phanquang1978,Phan Quang,phanquang1978@gmail.com,0789534950,password1978,64 Vo Van Tan,Ha Noi,Viet Nam,Female,28/07/1989,1209,TRUE,2024-12-20T08:06:51.825
1979,tranlinh1979,Tran Linh,tranlinh1979@yahoo.com,0551349030,password1979,147 Cach Mang Thang 8,Hai Phong,Viet Nam,Male,25/06/1971,779,TRUE,2023-02-06T08:06:51.825
1980,hoangphuong1980,Hoang Phuong,hoangphuong1980@yahoo.com,0524213523,password1980,270 Tran Hung Dao,Da Nang,Viet Nam,Female,17/07/1980,3564,TRUE,2025-02-20T08:06:51.825
1981,nguyenbinh1981,Nguyen Binh,nguyenbinh1981@gmail.com,0569904968,password1981,173 Tran Hung Dao,Ho Chi Minh,Viet Nam,Female,21/01/1987,3526,TRUE,2023-05-01T08:06:51.825
1982,phanhuuquang1982,Phan Huu Quang,phanhuuquang1982@outlook.com,0527002589,password1982,240 Hai Ba Trung,Ho Chi Minh,Viet Nam,Female,01/10/1987,3960,TRUE,2022-10-13T08:06:51.825
1983,danglinh1983,Dang Linh,danglinh1983@gmail.com,0869603817,password1983,36 Tran Hung Dao,Hai Phong,Viet Nam,Male,22/12/1986,4432,TRUE,2022-07-15T08:06:51.825
1984,huynhvankhanh1984,Huynh Van Khanh,huynhvankhanh1984@gmail.com,0531926400,password1984,136 Cach Mang Thang 8,Can Tho,Viet Nam,Female,28/09/1995,607,TRUE,2025-08-02T08:06:51.825
1985,huynhcuong1985,Huynh Cuong,huynhcuong1985@yahoo.com,0590229515,password1985,98 Tran Hung Dao,Ha Noi,Viet Nam,Female,17/09/1980,2632,TRUE,2026-01-24T08:06:51.825
1986,lethiphuong1986,Le Thi Phuong,lethiphuong1986@yahoo.com,0766736075,password1986,219 Cach Mang Thang 8,Ho Chi Minh,Viet Nam,Male,19/01/1976,438,TRUE,2025-06-08T08:06:51.825
1987,hoangminh1987,Hoang Minh,hoangminh1987@outlook.com,0798404944,password1987,47 Le Loi,Ho Chi Minh,Viet Nam,Female,12/06/1988,3860,TRUE,2024-09-28T08:06:51.825
1988,hongochieu1988,Ho Ngoc Hieu,hongochieu1988@yahoo.com,0590004565,password1988,289 Hai Ba Trung,Da Nang,Viet Nam,Male,31/10/2003,1825,TRUE,2024-08-05T08:06:51.825
1989,dohuuhieu1989,Do Huu Hieu,dohuuhieu1989@gmail.com,0716106031,password1989,34 Tran Hung Dao,Ha Noi,Viet Nam,Male,01/01/2001,1839,TRUE,2024-09-23T08:06:51.825
1990,ngonam1990,Ngo Nam,ngonam1990@yahoo.com,0379113783,password1990,40 Ly Thuong Kiet,Da Nang,Viet Nam,Male,20/02/1986,283,TRUE,2024-11-11T08:06:51.825
1991,buianhlong1991,Bui Anh Long,buianhlong1991@gmail.com,0971887437,password1991,44 Le Loi,Nha Trang,Viet Nam,Male,12/12/2000,1266,TRUE,2023-09-26T08:06:51.825
1992,tranquangdat1992,Tran Quang Dat,tranquangdat1992gmail.com,0717212769,password1992,281 Vo Van Tan,Ha Noi,Viet Nam,Female,08/10/1979,2424,TRUE,2023-08-26T08:06:51.825
1993,duongtuan1993,Duong Tuan,duongtuan1993yahoo.com,03247171508853,password1993,98 Vo Van Tan,Hai Phong,Viet Nam,Male,24/02/1986,495,FALSE,2023-08-07T08:06:51.825
1994,hoquangnam1994,Ho Quang Nam,hoquangnam1994@outlook.com,0978385346,password1994,276 Nguyen Trai,Da Nang,Viet Nam,Female,22/02/1979,1032,FALSE,2023-02-04T08:06:51.825
1995,phamminh1995,Pham Minh,phamminh1995@gmail.com,0838782103,password1995,116 Cach Mang Thang 8,Ho Chi Minh,Viet Nam,Male,10/12/1994,1725,TRUE,2025-06-24T08:06:51.825
1996,ngoanhyen1996,Ngo Anh Yen,ngoanhyen1996@yahoo.com,0956639297,password1996,243 Nguyen Trai,Da Nang,Viet Nam,Male,11/11/1998,2238,TRUE,2024-10-12T08:06:51.825
1997,buiminhhieu1997,Bui Minh Hieu,buiminhhieu1997@gmail.com,0984601617,password1997,182 Tran Hung Dao,Ha Noi,Viet Nam,Male,17/02/2002,119,TRUE,2022-04-25T08:06:51.825
1998,nguyenyen1998,Nguyen Yen,nguyenyen1998@outlook.com,0820846837,password1998,163 Le Loi,Can Tho,Viet Nam,Female,09/11/1980,2631,FALSE,2025-05-25T08:06:51.825
1999,duongthihanh1999,Duong Thi Hanh,duongthihanh1999@outlook.com,0558630837,password1999,240 Hai Ba Trung,Ho Chi Minh,Viet Nam,Male,09/05/1980,432,FALSE,2025-08-31T08:06:51.825
2000,doquangcuong2000,Do Quang Cuong,doquangcuong2000@outlook.com,0523348682,password2000,160 Tran Hung Dao,Ho Chi Minh,Viet Nam,Female,17/12/2002,86,TRUE,2023-04-09T08:06:51.825
2001,lygiachau2001,Ly Gia Chau,lygiachau2001@yahoo.com,05126307,password2001,29 Hai Ba Trung,Da Nang,Viet Nam,Male,05/12/1974,4637,TRUE,2022-06-10T08:06:51.825
2002,vuvanduc2002,Vu Van Duc,vuvanduc2002@outlook.com,09649410,password2002,203 Tran Hung Dao,Ho Chi Minh,Viet Nam,Male,16/04/1993,1055,TRUE,2025-05-23T08:06:51.825
2003,ngocuong2003,Ngo Cuong,ngocuong2003@outlook.com,0886510809,password2003,170 Tran Hung Dao,Can Tho,Viet Nam,Female,20/12/1993,1708,TRUE,2025-09-02T08:06:51.825
2004,phamtam2004,Pham Tam,phamtam2004@yahoo.com,0746536432,password2004,11 Hai Ba Trung,Nha Trang,Viet Nam,Male,27/08/1998,697,FALSE,2024-02-13T08:06:51.825
2005,volong2005,Vo Long,volong2005@yahoo.com,0955509003,password2005,105 Ly Thuong Kiet,Da Nang,Viet Nam,Female,10/01/1979,2948,FALSE,2025-07-11T08:06:51.825
2006,trananhyen2006,Tran Anh Yen,trananhyen2006@yahoo.com,0799387513,password2006,26 Nguyen Trai,Ho Chi Minh,Viet Nam,Male,15/04/1975,3736,TRUE,2022-06-02T08:06:51.825
2007,phamlam2007,Pham Lam,phamlam2007@gmail.com,0520402025,password2007,233 Cach Mang Thang 8,Nha Trang,Viet Nam,Female,23/10/1975,3122,TRUE,2024-08-16T08:06:51.825
2008,vokhanh2008,Vo Khanh,vokhanh2008@yahoo.com,0591127660,password2008,80 Vo Van Tan,Ha Noi,Viet Nam,Female,07/04/1983,2593,TRUE,2023-06-07T08:06:51.825
2009,huynhquang2009,Huynh Quang,huynhquang2009@yahoo.com,0887914572,password2009,62 Nguyen Trai,Can Tho,Viet Nam,Female,04/08/1991,2961,TRUE,2022-09-12T08:06:51.825
2010,phanlong2010,Phan Long,phanlong2010@gmail.com,0550883079,password2010,246 Ly Thuong Kiet,Ha Noi,Viet Nam,Female,26/06/1976,1473,TRUE,2024-02-05T08:06:51.825
2011,nguyengiaduc2011,Nguyen Gia Duc,nguyengiaduc2011@outlook.com,0914060406,password2011,112 Cach Mang Thang 8,Ha Noi,Viet Nam,Female,11/11/1974,2327,TRUE,2024-12-29T08:06:51.825
2012,lekhanh2012,Le Khanh,lekhanh2012@,0766905718,password2012,79 Cach Mang Thang 8,Nha Trang,Viet Nam,Female,02/10/1976,3708,TRUE,2023-05-02T08:06:51.825
2013,duongducquang2013,Duong Duc Quang,duongducquang2013@,0840614732,password2013,38 Ly Thuong Kiet,Ha Noi,Viet Nam,Male,29/12/1978,3853,TRUE,2024-08-19T08:06:51.825
2014,lytuan2014,Ly Tuan,lytuan2014@outlook.com,0771939903,password2014,143 Tran Hung Dao,Da Nang,Viet Nam,Female,14/11/1996,647,TRUE,2024-07-23T08:06:51.825
2015,vogiang2015,Vo Giang,vogiang2015@outlook.com,05254349,password2015,206 Cach Mang Thang 8,Hai Phong,Viet Nam,Male,08/12/1998,3094,TRUE,2023-08-27T08:06:51.825
2016,hominhtam2016,Ho Minh Tam,hominhtam2016@yahoo.com,0380949393,password2016,121 Le Loi,Nha Trang,Viet Nam,Male,18/01/1974,1242,TRUE,2024-02-24T08:06:51.825
2017,buihung2017,Bui Hung,buihung2017@gmail.com,0541768126,password2017,123 Tran Hung Dao,Hai Phong,Viet Nam,Female,24/12/2000,1513,TRUE,2024-08-09T08:06:51.825
2018,buithanhhung2018,Bui Thanh Hung,buithanhhung2018@outlook.com,0720932287,password2018,139 Cach Mang Thang 8,Ha Noi,Viet Nam,Female,23/01/1986,4842,TRUE,2025-09-05T08:06:51.825
2019,holong2019,Ho Long,holong2019@outlook.com,0814431618,password2019,267 Nguyen Trai,Nha Trang,Viet Nam,Female,11/12/1972,2697,TRUE,2022-04-07T08:06:51.825
2020,huynhnga2020,Huynh Nga,huynhnga2020@outlook.com,0560410301,password2020,259 Le Loi,Ha Noi,Viet Nam,Female,11/04/1971,4522,FALSE,2022-09-17T08:06:51.825
2021,vovannam2021,Vo Van Nam,vovannam2021@outlook.com,0924699544,password2021,143 Le Loi,Ho Chi Minh,Viet Nam,Male,01/03/1973,1082,TRUE,2026-01-12T08:06:51.825
2022,phanthiduc2022,Phan Thi Duc,phanthiduc2022@outlook.com,0719711587,password2022,34 Ly Thuong Kiet,Da Nang,Viet Nam,Male,04/02/1987,2430,TRUE,2022-01-11T08:06:51.825
2023,lyhung2023,Ly Hung,lyhung2023@yahoo.com,0541691206,password2023,33 Nguyen Trai,Nha Trang,Viet Nam,Male,26/07/2001,883,TRUE,2023-12-16T08:06:51.825
2024,phanlinh2024,Phan Linh,phanlinh2024@gmail.com,0928943971,password2024,127 Hai Ba Trung,Da Nang,Viet Nam,Male,22/11/1998,4661,TRUE,2023-10-11T08:06:51.825
2025,doyen2025,Do Yen,doyen2025@yahoo.com,0772607418,password2025,121 Hai Ba Trung,Ho Chi Minh,Viet Nam,Male,18/08/1970,592,FALSE,2022-08-11T08:06:51.825
2026,buitam2026,Bui Tam,buitam2026@outlook.com,0515556567,password2026,230 Ly Thuong Kiet,Nha Trang,Viet Nam,Male,26/04/1972,2879,TRUE,2022-07-24T08:06:51.825
2027,hoangquangnam2027,Hoang Quang Nam,hoangquangnam2027@,0915263153,password2027,22 Ly Thuong Kiet,Hai Phong,Viet Nam,Male,17/01/1998,2730,TRUE,2025-08-07T08:06:51.825
2028,vungocminh2028,Vu Ngoc Minh,vungocminh2028@gmail.com,0363842845,password2028,203 Cach Mang Thang 8,Ha Noi,Viet Nam,Male,20/07/1971,4,TRUE,2024-02-07T08:06:51.825
2029,vohoa2029,Vo Hoa,vohoa2029@yahoo.com,0932126576,password2029,228 Hai Ba Trung,Da Nang,Viet Nam,Male,06/03/2004,1923,TRUE,2023-06-13T08:06:51.825
2030,ngogiang2030,Ngo Giang,ngogiang2030@gmail.com,0765679242,password2030,77 Cach Mang Thang 8,Can Tho,Viet Nam,Female,30/03/1983,1606,TRUE,2022-04-10T08:06:51.825
2031,vothao2031,Vo Thao,vothao2031@yahoo.com,0745442722,password2031,252 Cach Mang Thang 8,Ho Chi Minh,Viet Nam,Female,01/12/1974,4412,FALSE,2025-12-27T08:06:51.825
2032,phanquang2032,Phan Quang,phanquang2032yahoo.com,0765821662,password2032,96 Le Loi,Ha Noi,Viet Nam,Male,06/04/1986,1144,TRUE,2025-05-02T08:06:51.825
2033,tranngocduc2033,Tran Ngoc Duc,tranngocduc2033@yahoo.com,0371096966,password2033,43 Le Loi,Da Nang,Viet Nam,Male,17/06/1973,2257,FALSE,2023-11-28T08:06:51.825
2034,vuson2034,Vu Son,vuson2034@yahoo.com,0396080046,password2034,296 Le Loi,Ha Noi,Viet Nam,Male,14/11/1984,3009,FALSE,2024-12-14T08:06:51.825
2035,dogiachau2035,Do Gia Chau,dogiachau2035@gmail.com,0356910551,password2035,64 Nguyen Trai,Da Nang,Viet Nam,Male,17/09/1984,4352,FALSE,2022-01-10T08:06:51.825
2036,lebinh2036,Le Binh,lebinh2036@gmail.com,0743704178,password2036,261 Ly Thuong Kiet,Nha Trang,Viet Nam,Female,31/05/1991,3111,TRUE,2024-07-13T08:06:51.825
2037,doan2037,Do An,doan2037gmail.com,0337110821,password2037,158 Ly Thuong Kiet,Ha Noi,Viet Nam,Female,19/06/2001,1249,TRUE,2024-07-18T08:06:51.825
2038,trandat2038,Tran Dat,trandat2038@yahoo.com,0959064588,password2038,160 Vo Van Tan,Hai Phong,Viet Nam,Male,24/11/1986,3356,TRUE,2025-09-26T08:06:51.825
2039,lylong2039,Ly Long,lylong2039@outlook.com,0842010579,password2039,192 Hai Ba Trung,Hai Phong,Viet Nam,Male,28/12/2001,4886,TRUE,2024-11-13T08:06:51.825
2040,dochau2040,Do Chau,dochau2040@yahoo.com,0819153240,password2040,114 Cach Mang Thang 8,Hai Phong,Viet Nam,Male,17/07/1999,1421,TRUE,2022-01-09T08:06:51.825
2041,nguyenthao2041,Nguyen Thao,nguyenthao2041@yahoo.com,08252385932641,password2041,186 Hai Ba Trung,Can Tho,Viet Nam,Female,26/07/1982,3348,TRUE,2025-05-28T08:06:51.825
2042,vohieu2042,Vo Hieu,vohieu2042@yahoo.com,0390293712,password2042,237 Vo Van Tan,Hai Phong,Viet Nam,Female,09/08/1985,3524,TRUE,2024-10-07T08:06:51.825
2043,voducgiang2043,Vo Duc Giang,voducgiang2043@gmail.com,0775005800,password2043,288 Le Loi,Da Nang,Viet Nam,Female,20/07/2003,4684,TRUE,2023-09-26T08:06:51.825
2044,lytam2044,Ly Tam,lytam2044@gmail.com,0734513039,password2044,47 Tran Hung Dao,Da Nang,Viet Nam,Female,21/02/1979,169,TRUE,2023-08-29T08:06:51.825
2045,ngohung2045,Ngo Hung,ngohung2045@outlook.com,0318258481,password2045,57 Tran Hung Dao,Da Nang,Viet Nam,Female,17/10/1974,4162,TRUE,2022-03-04T08:06:51.825
2046,buigiang2046,Bui Giang,buigiang2046@gmail.com,0390356759,password2046,25 Vo Van Tan,Can Tho,Viet Nam,Female,18/09/1993,708,TRUE,2022-09-02T08:06:51.825
2047,dominh2047,Do Minh,dominh2047@outlook.com,0848926660,password2047,96 Hai Ba Trung,Nha Trang,Viet Nam,Female,06/01/1990,501,TRUE,2024-04-29T08:06:51.825
2048,hoangdat2048,Hoang Dat,hoangdat2048@outlook.com,0793942838,password2048,36 Vo Van Tan,Nha Trang,Viet Nam,Female,16/03/1980,1837,TRUE,2024-04-14T08:06:51.825
2049,leminhquang2049,Le Minh Quang,leminhquang2049@outlook.com,0758283519,password2049,225 Nguyen Trai,Hai Phong,Viet Nam,Female,31/08/2001,1356,TRUE,2024-04-01T08:06:51.825
2050,ngothanhyen2050,Ngo Thanh Yen,ngothanhyen2050@yahoo.com,0337212637,password2050,237 Vo Van Tan,Da Nang,Viet Nam,Male,22/05/1973,3331,TRUE,2024-10-16T08:06:51.825
2051,dogiabinh2051,Do Gia Binh,dogiabinh2051@gmail.com,0769283529,password2051,156 Tran Hung Dao,Da Nang,Viet Nam,Male,10/03/1998,4484,TRUE,2022-03-29T08:06:51.825
2052,phanthanhyen2052,Phan Thanh Yen,phanthanhyen2052@,08459056,password2052,129 Tran Hung Dao,Da Nang,Viet Nam,Female,04/12/1976,287,TRUE,2022-05-13T08:06:51.825
2053,phanthitam2053,Phan Thi Tam,phanthitam2053@yahoo.com,0554505819,password2053,270 Ly Thuong Kiet,Nha Trang,Viet Nam,Female,05/09/1976,4019,TRUE,2025-10-03T08:06:51.825
2054,nguyenhuulong2054,Nguyen Huu Long,nguyenhuulong2054@outlook.com,0939487597,password2054,274 Vo Van Tan,Can Tho,Viet Nam,Male,10/08/1982,1671,TRUE,2022-06-24T08:06:51.825
2055,hoangnga2055,Hoang Nga,hoangnga2055@gmail.com,0358028580,password2055,141 Le Loi,Da Nang,Viet Nam,Female,20/10/1994,1129,TRUE,2022-03-24T08:06:51.825
2056,buidat2056,Bui Dat,buidat2056@yahoo.com,0520006330,password2056,22 Ly Thuong Kiet,Hai Phong,Viet Nam,Female,17/04/1988,4903,TRUE,2024-11-10T08:06:51.825
2057,hominhhieu2057,Ho Minh Hieu,hominhhieu2057@outlook.com,0869240419,password2057,198 Cach Mang Thang 8,Hai Phong,Viet Nam,Male,19/06/2003,1617,TRUE,2024-04-18T08:06:51.825
2058,lelinh2058,Le Linh,lelinh2058@outlook.com,0348659896,password2058,242 Cach Mang Thang 8,Can Tho,Viet Nam,Male,28/11/1989,3283,TRUE,2023-12-20T08:06:51.825
2059,duongan2059,Duong An,duongan2059@outlook.com,0522938591,password2059,133 Vo Van Tan,Can Tho,Viet Nam,Female,27/02/1973,286,TRUE,2022-11-20T08:06:51.825
2060,duongviet2060,Duong Viet,duongviet2060@outlook.com,0562641608,password2060,61 Ly Thuong Kiet,Ho Chi Minh,Viet Nam,Female,07/12/1998,69,TRUE,2023-10-20T08:06:51.825
2061,phanvan2061,Phan Van,phanvan2061@outlook.com,0377218730,password2061,196 Ly Thuong Kiet,Ha Noi,Viet Nam,Male,02/04/2000,1395,TRUE,2025-05-13T08:06:51.825
2062,tranngoclam2062,Tran Ngoc Lam,tranngoclam2062@yahoo.com,0843517265,password2062,198 Tran Hung Dao,Nha Trang,Viet Nam,Male,12/02/1984,3723,TRUE,2022-05-18T08:06:51.825
2063,ngohuutuan2063,Ngo Huu Tuan,ngohuutuan2063@yahoo.com,0941008595,password2063,37 Vo Van Tan,Can Tho,Viet Nam,Male,18/08/1996,4138,TRUE,2024-03-11T08:06:51.825
2064,dothituan2064,Do Thi Tuan,dothituan2064@yahoo.com,0543539068,password2064,139 Cach Mang Thang 8,Nha Trang,Viet Nam,Male,24/06/1991,3808,TRUE,2024-02-25T08:06:51.825
2065,dangyen2065,Dang Yen,dangyen2065outlook.com,03248129888244,password2065,157 Hai Ba Trung,Da Nang,Viet Nam,Female,08/08/1970,2077,TRUE,2023-04-23T08:06:51.825
2066,lyanhson2066,Ly Anh Son,lyanhson2066@outlook.com,0366960229,password2066,32 Hai Ba Trung,Da Nang,Viet Nam,Male,19/07/1979,2106,TRUE,2023-12-28T08:06:51.825
2067,vuvanbinh2067,Vu Van Binh,vuvanbinh2067@yahoo.com,09907012,password2067,244 Cach Mang Thang 8,Hai Phong,Viet Nam,Female,21/06/1976,1818,TRUE,2023-12-20T08:06:51.825
2068,hohuucuong2068,Ho Huu Cuong,hohuucuong2068@outlook.com,0852666795,password2068,96 Hai Ba Trung,Nha Trang,Viet Nam,Female,19/12/2002,4552,TRUE,2025-08-04T08:06:51.825
2069,ngovanbinh2069,Ngo Van Binh,ngovanbinh2069@gmail.com,0770906821,password2069,140 Hai Ba Trung,Nha Trang,Viet Nam,Male,04/06/2002,1098,TRUE,2024-09-07T08:06:51.825
2070,levandat2070,Le Van Dat,levandat2070@outlook.com,09862701,password2070,219 Le Loi,Nha Trang,Viet Nam,Female,11/10/1975,3591,TRUE,2024-03-24T08:06:51.825
2071,phantrang2071,Phan Trang,phantrang2071@outlook.com,09280875,password2071,209 Cach Mang Thang 8,Ha Noi,Viet Nam,Female,31/07/1970,668,TRUE,2022-06-16T08:06:51.825
2072,vohung2072,Vo Hung,vohung2072outlook.com,0865584694,password2072,2 Vo Van Tan,Can Tho,Viet Nam,Female,01/03/1973,4027,TRUE,2025-07-09T08:06:51.825
2073,lengoccuong2073,Le Ngoc Cuong,lengoccuong2073@outlook.com,0875769255,password2073,202 Nguyen Trai,Can Tho,Viet Nam,Female,10/03/1996,1300,TRUE,2023-01-15T08:06:51.825
2074,dangducan2074,Dang Duc An,dangducan2074@outlook.com,0994508369,password2074,194 Tran Hung Dao,Da Nang,Viet Nam,Female,02/08/1995,2720,TRUE,2024-04-20T08:06:51.825
2075,phamminhchau2075,Pham Minh Chau,phamminhchau2075@gmail.com,0770941406,password2075,93 Cach Mang Thang 8,Can Tho,Viet Nam,Female,07/06/1999,4293,TRUE,2024-08-25T08:06:51.825
2076,dangthihieu2076,Dang Thi Hieu,dangthihieu2076@yahoo.com,0374921266,password2076,156 Vo Van Tan,Nha Trang,Viet Nam,Male,09/08/1975,367,TRUE,2024-12-21T08:06:51.825
2077,vunam2077,Vu Nam,vunam2077@yahoo.com,0358777808,password2077,92 Vo Van Tan,Can Tho,Viet Nam,Male,29/08/1979,1032,TRUE,2024-02-09T08:06:51.825
2078,tranthanhyen2078,Tran Thanh Yen,tranthanhyen2078@,0343734477,password2078,28 Nguyen Trai,Can Tho,Viet Nam,Male,30/06/2000,931,TRUE,2025-11-20T08:06:51.825
2079,dothanhphuong2079,Do Thanh Phuong,dothanhphuong2079@yahoo.com,0925234966,password2079,186 Tran Hung Dao,Nha Trang,Viet Nam,Male,01/07/1996,3107,TRUE,2024-03-27T08:06:51.825
2080,hoanganhson2080,Hoang Anh Son,hoanganhson2080@gmail.com,0831228082,password2080,275 Le Loi,Ho Chi Minh,Viet Nam,Female,27/09/1973,733,TRUE,2025-03-19T08:06:51.825
2081,hominhhanh2081,Ho Minh Hanh,hominhhanh2081yahoo.com,0386497349,password2081,292 Hai Ba Trung,Ha Noi,Viet Nam,Male,08/05/1995,4100,TRUE,2024-03-21T08:06:51.825
2082,buiminh2082,Bui Minh,buiminh2082@yahoo.com,0368511880,password2082,248 Nguyen Trai,Can Tho,Viet Nam,Female,21/01/2000,3838,TRUE,2022-11-06T08:06:51.825
2083,trangiaphuong2083,Tran Gia Phuong,trangiaphuong2083@outlook.com,0583938656,password2083,174 Ly Thuong Kiet,Ha Noi,Viet Nam,Female,19/07/1972,4347,TRUE,2022-02-11T08:06:51.825
2084,lyan2084,Ly An,lyan2084@outlook.com,0746906058,password2084,285 Cach Mang Thang 8,Nha Trang,Viet Nam,Male,07/02/2004,2597,TRUE,2023-03-02T08:06:51.825
2085,phamkhanh2085,Pham Khanh,phamkhanh2085@gmail.com,07094886,password2085,137 Le Loi,Da Nang,Viet Nam,Male,31/01/1972,2863,TRUE,2025-11-22T08:06:51.825
2086,hoangquangan2086,Hoang Quang An,hoangquangan2086@yahoo.com,0797240028,password2086,197 Hai Ba Trung,Ha Noi,Viet Nam,Male,27/11/1999,1513,FALSE,2024-08-16T08:06:51.825
2087,nguyenngochanh2087,Nguyen Ngoc Hanh,nguyenngochanh2087@gmail.com,0514824150,password2087,92 Tran Hung Dao,Hai Phong,Viet Nam,Female,31/10/1975,1725,FALSE,2024-09-10T08:06:51.825
2088,vominh2088,Vo Minh,vominh2088@gmail.com,0982560245,password2088,31 Tran Hung Dao,Ha Noi,Viet Nam,Male,26/01/2002,361,TRUE,2021-12-28T08:06:51.825
2089,phamlam2089,Pham Lam,phamlam2089@outlook.com,0378753329,password2089,144 Vo Van Tan,Ho Chi Minh,Viet Nam,Male,17/03/1986,1563,TRUE,2022-12-22T08:06:51.825
2090,buiminhlinh2090,Bui Minh Linh,buiminhlinh2090@outlook.com,03907484,password2090,28 Le Loi,Ha Noi,Viet Nam,Female,31/10/1990,3673,TRUE,2025-08-08T08:06:51.825
2091,vutrang2091,Vu Trang,vutrang2091@gmail.com,0851794487,password2091,223 Cach Mang Thang 8,Ho Chi Minh,Viet Nam,Male,07/01/1998,1513,TRUE,2022-11-01T08:06:51.825
2092,vuvanphuong2092,Vu Van Phuong,vuvanphuong2092@gmail.com,0835616521,password2092,165 Tran Hung Dao,Can Tho,Viet Nam,Female,23/07/1977,4477,FALSE,2024-10-09T08:06:51.825
2093,ngoan2093,Ngo An,ngoan2093@yahoo.com,0798113067,password2093,240 Tran Hung Dao,Ho Chi Minh,Viet Nam,Male,08/07/1987,4611,TRUE,2022-04-10T08:06:51.825
2094,phanducnga2094,Phan Duc Nga,phanducnga2094@yahoo.com,0567822242,password2094,227 Tran Hung Dao,Nha Trang,Viet Nam,Female,02/10/2003,2415,TRUE,2023-01-31T08:06:51.825
2095,phannam2095,Phan Nam,phannam2095@outlook.com,05203098940126,password2095,275 Cach Mang Thang 8,Nha Trang,Viet Nam,Male,14/07/1991,2279,TRUE,2025-06-06T08:06:51.825
2096,tranthanhhung2096,Tran Thanh Hung,tranthanhhung2096@yahoo.com,0957702847,password2096,57 Ly Thuong Kiet,Nha Trang,Viet Nam,Female,22/01/1971,2978,TRUE,2023-04-18T08:06:51.825
2097,ngoyen2097,Ngo Yen,ngoyen2097@gmail.com,0915342295,password2097,285 Le Loi,Da Nang,Viet Nam,Female,16/04/2004,2814,TRUE,2024-05-23T08:06:51.825
2098,dangminhbinh2098,Dang Minh Binh,dangminhbinh2098@yahoo.com,0578428839,password2098,225 Tran Hung Dao,Can Tho,Viet Nam,Male,07/02/1989,4149,FALSE,2025-06-07T08:06:51.825
2099,huynhthanhviet2099,Huynh Thanh Viet,huynhthanhviet2099outlook.com,0932282623,password2099,290 Vo Van Tan,Ha Noi,Viet Nam,Female,07/05/1993,4822,TRUE,2023-07-20T08:06:51.825
2100,vothanhdat2100,Vo Thanh Dat,vothanhdat2100@gmail.com,03874480654483,password2100,167 Tran Hung Dao,Ha Noi,Viet Nam,Female,15/02/1988,889,TRUE,2023-05-03T08:06:51.825
2101,tranthanhcuong2101,Tran Thanh Cuong,tranthanhcuong2101@outlook.com,08423772,password2101,18 Hai Ba Trung,Can Tho,Viet Nam,Female,08/06/1985,2953,TRUE,2023-08-13T08:06:51.825
2102,ngohanh2102,Ngo Hanh,ngohanh2102@gmail.com,0791116206,password2102,84 Le Loi,Ha Noi,Viet Nam,Female,24/03/1971,416,TRUE,2022-05-14T08:06:51.825
2103,hoanggiavan2103,Hoang Gia Van,hoanggiavan2103@gmail.com,0791870022,password2103,172 Cach Mang Thang 8,Can Tho,Viet Nam,Female,15/08/2004,3632,TRUE,2025-07-10T08:06:51.825
2104,hominhminh2104,Ho Minh Minh,hominhminh2104@gmail.com,0312606236,password2104,16 Tran Hung Dao,Ho Chi Minh,Viet Nam,Male,08/11/1992,232,TRUE,2022-06-03T08:06:51.825
2105,phamyen2105,Pham Yen,phamyen2105@yahoo.com,0731684411,password2105,189 Ly Thuong Kiet,Ha Noi,Viet Nam,Male,08/08/1993,3212,TRUE,2025-03-29T08:06:51.825
2106,buithao2106,Bui Thao,buithao2106@gmail.com,0789883270,password2106,134 Tran Hung Dao,Can Tho,Viet Nam,Female,14/02/1970,3235,TRUE,2023-03-08T08:06:51.825
